TimePST:date::HH:mm a,TemperatureC:real,DewPointC:real,Humidity:real,SeaLevelPressurehPa:real,VisibilityKm:real,WindDirection:string,WindSpeedKmH:string,GustSpeedKmH:string,Precipitationmm:string,Events:string,Conditions:string,WindDirDegrees:real,DateUTC:date::yyyy-MM-dd HH:mm:ss
8:56 AM,12.2,8.9,80,1023.2,16.1,WNW,7.4,-,N/A,,Mostly Cloudy,300,2014-01-08 16:56:00
9:56 AM,12.2,9.4,83,1023.9,14.5,WNW,11.1,-,N/A,,Overcast,290,2014-01-08 17:56:00
10:56 AM,12.2,9.4,83,1023.9,16.1,West,16.7,-,N/A,,Overcast,280,2014-01-08 18:56:00
11:56 AM,13.3,9.4,77,1023.1,16.1,West,18.5,-,N/A,,Mostly Cloudy,270,2014-01-08 19:56:00
12:36 PM,15.0,9.0,67,1021.9,16.1,West,20.4,29.6,N/A,,Mostly Cloudy,270,2014-01-08 20:36:00
12:56 PM,13.9,8.9,72,1021.8,16.1,West,16.7,-,N/A,,Mostly Cloudy,280,2014-01-08 20:56:00
1:56 PM,13.3,8.9,75,1021.3,16.1,West,16.7,-,N/A,,Mostly Cloudy,270,2014-01-08 21:56:00
2:56 PM,12.8,8.9,77,1021.7,16.1,West,22.2,-,N/A,,Overcast,270,2014-01-08 22:56:00
3:56 PM,12.2,9.4,83,1022.0,16.1,West,20.4,-,N/A,,Mostly Cloudy,270,2014-01-08 23:56:00
4:44 PM,12.0,9.0,82,1021.9,16.1,West,27.8,-,N/A,,Mostly Cloudy,270,2014-01-09 00:44:00
4:56 PM,12.2,8.9,80,1022.0,16.1,West,22.2,-,N/A,,Mostly Cloudy,280,2014-01-09 00:56:00
5:15 PM,12.0,9.0,82,1021.9,16.1,West,25.9,-,N/A,,Mostly Cloudy,280,2014-01-09 01:15:00
5:56 PM,12.2,8.9,80,1022.3,16.1,West,25.9,-,N/A,,Mostly Cloudy,280,2014-01-09 01:56:00
6:56 PM,12.8,8.9,77,1022.4,16.1,WNW,16.7,-,N/A,,Mostly Cloudy,290,2014-01-09 02:56:00
7:56 PM,12.2,8.9,80,1023.1,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,290,2014-01-09 03:56:00
8:43 PM,12.0,9.0,82,1023.2,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,300,2014-01-09 04:43:00
8:56 PM,12.2,8.9,80,1023.3,16.1,WNW,13.0,-,N/A,,Mostly Cloudy,290,2014-01-09 04:56:00
9:56 PM,11.7,8.3,80,1023.0,16.1,WNW,13.0,-,N/A,,Mostly Cloudy,290,2014-01-09 05:56:00
10:45 PM,11.0,8.0,82,1022.9,16.1,West,11.1,-,N/A,,Mostly Cloudy,280,2014-01-09 06:45:00
10:56 PM,11.7,8.9,83,1023.3,16.1,West,16.7,-,N/A,,Mostly Cloudy,280,2014-01-09 06:56:00
11:56 PM,11.7,8.9,83,1023.0,16.1,West,22.2,-,N/A,,Mostly Cloudy,280,2014-01-09 07:56:00
12:56 AM,11.7,8.9,83,1023.1,16.1,WNW,20.4,-,N/A,,Mostly Cloudy,290,2014-01-09 08:56:00
1:56 AM,11.7,8.9,83,1022.9,16.1,West,18.5,-,N/A,,Mostly Cloudy,270,2014-01-09 09:56:00
2:56 AM,11.7,8.9,83,1023.2,16.1,West,16.7,-,N/A,,Mostly Cloudy,270,2014-01-09 10:56:00
3:56 AM,11.1,8.9,86,1023.1,16.1,WNW,7.4,-,N/A,,Mostly Cloudy,290,2014-01-09 11:56:00
4:13 AM,12.0,9.0,82,1022.9,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,290,2014-01-09 12:13:00
4:56 AM,11.1,9.4,89,1023.1,14.5,NNW,7.4,-,N/A,,Mostly Cloudy,340,2014-01-09 12:56:00
5:20 AM,12.0,9.0,82,1023.2,11.3,West,13.0,-,0.00,,Light Drizzle,270,2014-01-09 13:20:00
5:56 AM,11.7,10.0,89,1023.0,8.0,WNW,5.6,-,0.00,,Light Drizzle,300,2014-01-09 13:56:00
6:56 AM,12.2,10.0,86,1023.0,8.0,West,7.4,-,0.00,,Light Drizzle,280,2014-01-09 14:56:00
7:56 AM,12.2,9.4,83,1022.9,12.9,West,14.8,-,0.00,,Mostly Cloudy,270,2014-01-09 15:56:00
8:56 AM,12.2,9.4,83,1024.0,16.1,WNW,14.8,-,N/A,,Mostly Cloudy,290,2014-01-09 16:56:00
9:30 AM,13.0,9.0,77,1024.3,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,290,2014-01-09 17:30:00
9:56 AM,13.3,10.0,80,1024.5,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,290,2014-01-09 17:56:00
10:32 AM,13.0,9.0,77,1024.6,16.1,NW,11.1,-,N/A,,Overcast,310,2014-01-09 18:32:00
10:56 AM,12.2,8.9,80,1024.9,16.1,NW,18.5,-,N/A,,Mostly Cloudy,310,2014-01-09 18:56:00
11:56 AM,12.8,8.9,77,1024.2,16.1,West,18.5,29.6,N/A,,Mostly Cloudy,280,2014-01-09 19:56:00
12:41 PM,14.0,9.0,72,1023.6,16.1,WNW,18.5,-,N/A,,Mostly Cloudy,290,2014-01-09 20:41:00
12:56 PM,14.4,8.9,70,1023.3,16.1,WNW,22.2,-,N/A,,Scattered Clouds,290,2014-01-09 20:56:00
1:56 PM,15.0,7.2,60,1022.6,16.1,West,33.3,48.2,N/A,,Scattered Clouds,280,2014-01-09 21:56:00
3:56 PM,13.9,7.8,67,1023.7,16.1,West,33.3,42.6,N/A,,Mostly Cloudy,280,2014-01-09 23:56:00
4:56 PM,12.8,7.8,72,1023.4,16.1,West,25.9,-,N/A,,Mostly Cloudy,280,2014-01-10 00:56:00
5:56 PM,12.8,7.2,69,1023.4,16.1,WNW,27.8,-,N/A,,Mostly Cloudy,290,2014-01-10 01:56:00
6:56 PM,12.8,6.7,67,1024.1,16.1,WNW,20.4,-,N/A,,Mostly Cloudy,290,2014-01-10 02:56:00
7:56 PM,12.2,6.7,69,1024.2,16.1,West,25.9,-,N/A,,Scattered Clouds,280,2014-01-10 03:56:00
8:56 PM,11.7,6.1,69,1024.3,16.1,West,20.4,-,N/A,,Scattered Clouds,280,2014-01-10 04:56:00
9:56 PM,11.7,6.1,69,1024.6,16.1,WNW,16.7,-,N/A,,Scattered Clouds,290,2014-01-10 05:56:00
10:56 PM,11.7,6.7,71,1024.8,16.1,West,22.2,-,N/A,,Scattered Clouds,280,2014-01-10 06:56:00
11:56 PM,11.7,6.7,71,1024.7,16.1,West,9.3,-,N/A,,Scattered Clouds,270,2014-01-10 07:56:00
12:56 AM,11.1,6.7,74,1024.4,16.1,West,11.1,-,N/A,,Partly Cloudy,270,2014-01-10 08:56:00
1:56 AM,10.6,6.7,77,1024.5,16.1,West,14.8,-,N/A,,Scattered Clouds,280,2014-01-10 09:56:00
2:56 AM,10.0,6.1,77,1024.3,16.1,West,13.0,-,N/A,,Partly Cloudy,270,2014-01-10 10:56:00
3:56 AM,10.6,6.1,74,1024.1,16.1,West,14.8,-,N/A,,Partly Cloudy,270,2014-01-10 11:56:00
4:56 AM,9.4,6.1,80,1024.2,16.1,West,9.3,-,N/A,,Partly Cloudy,280,2014-01-10 12:56:00
5:49 AM,10.0,7.0,82,1024.3,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-10 13:49:00
5:56 AM,10.0,7.2,83,1024.4,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-10 13:56:00
6:56 AM,11.1,8.9,86,1024.6,16.1,WNW,14.8,-,N/A,,Mostly Cloudy,300,2014-01-10 14:56:00
7:56 AM,11.1,8.9,86,1025.1,16.1,West,11.1,-,N/A,,Mostly Cloudy,270,2014-01-10 15:56:00
8:56 AM,11.1,8.9,86,1025.6,12.9,NW,7.4,-,N/A,,Overcast,310,2014-01-10 16:56:00
9:56 AM,11.7,8.9,83,1026.2,12.9,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-10 17:56:00
10:12 AM,12.0,9.0,82,1026.3,14.5,NNE,5.6,-,N/A,,Mostly Cloudy,30,2014-01-10 18:12:00
10:27 AM,12.0,9.0,82,1026.3,14.5,NNE,5.6,-,N/A,,Mostly Cloudy,30,2014-01-10 18:27:00
10:33 AM,12.0,9.0,82,1026.3,14.5,NNE,7.4,-,N/A,,Mostly Cloudy,30,2014-01-10 18:33:00
10:56 AM,10.6,8.9,89,1026.2,9.7,ENE,7.4,-,N/A,,Mostly Cloudy,70,2014-01-10 18:56:00
11:03 AM,11.0,9.0,88,1026.0,9.7,ENE,5.6,-,N/A,,Mostly Cloudy,60,2014-01-10 19:03:00
11:56 AM,11.7,8.9,83,1025.2,14.5,East,7.4,-,N/A,,Mostly Cloudy,80,2014-01-10 19:56:00
12:56 PM,13.3,7.8,69,1023.7,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-10 20:56:00
1:56 PM,13.9,7.8,67,1022.8,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-10 21:56:00
2:56 PM,15.6,7.8,60,1022.3,16.1,North,5.6,-,N/A,,Mostly Cloudy,10,2014-01-10 22:56:00
3:56 PM,13.3,8.3,72,1022.2,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-10 23:56:00
4:56 PM,12.8,7.8,72,1022.2,16.1,WNW,18.5,-,N/A,,Mostly Cloudy,290,2014-01-11 00:56:00
5:56 PM,11.1,7.8,80,1022.2,16.1,WNW,18.5,-,N/A,,Mostly Cloudy,290,2014-01-11 01:56:00
6:56 PM,11.1,7.8,80,1022.6,16.1,WNW,20.4,-,N/A,,Scattered Clouds,290,2014-01-11 02:56:00
7:56 PM,10.6,7.8,83,1022.7,16.1,West,16.7,-,N/A,,Scattered Clouds,280,2014-01-11 03:56:00
8:56 PM,10.0,7.2,83,1023.3,16.1,West,13.0,-,N/A,,Partly Cloudy,280,2014-01-11 04:56:00
9:56 PM,9.4,7.2,86,1023.1,16.1,WNW,11.1,-,N/A,,Partly Cloudy,290,2014-01-11 05:56:00
10:56 PM,10.0,7.2,83,1023.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-11 06:56:00
11:56 PM,9.4,6.1,80,1022.6,16.1,WNW,5.6,-,N/A,,Scattered Clouds,300,2014-01-11 07:56:00
12:56 AM,8.9,6.7,86,1022.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-11 08:56:00
1:56 AM,8.9,6.1,83,1022.4,16.1,WNW,5.6,-,N/A,,Clear,290,2014-01-11 09:56:00
2:56 AM,8.9,6.1,83,1022.8,16.1,WNW,7.4,-,N/A,,Clear,290,2014-01-11 10:56:00
3:56 AM,8.3,6.1,86,1022.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-11 11:56:00
4:56 AM,7.8,5.6,86,1022.8,16.1,West,5.6,-,N/A,,Clear,280,2014-01-11 12:56:00
5:31 AM,9.0,7.0,87,1022.9,12.9,WNW,14.8,-,N/A,,Partly Cloudy,290,2014-01-11 13:31:00
5:56 AM,9.4,7.8,90,1023.3,16.1,WNW,22.2,-,N/A,,Partly Cloudy,290,2014-01-11 13:56:00
6:12 AM,9.0,8.0,93,1023.6,16.1,West,22.2,-,N/A,,Mostly Cloudy,280,2014-01-11 14:12:00
6:56 AM,9.4,7.8,90,1023.5,16.1,WNW,13.0,-,N/A,,Mostly Cloudy,290,2014-01-11 14:56:00
7:36 AM,10.0,8.0,87,1023.6,16.1,WNW,5.6,-,N/A,,Mostly Cloudy,290,2014-01-11 15:36:00
7:48 AM,10.0,8.0,87,1023.2,16.1,NW,7.4,-,N/A,,Mostly Cloudy,310,2014-01-11 15:48:00
7:56 AM,10.0,8.3,89,1023.5,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-11 15:56:00
8:56 AM,10.0,7.8,86,1023.9,16.1,SE,13.0,-,N/A,,Mostly Cloudy,140,2014-01-11 16:56:00
9:56 AM,11.1,8.3,83,1023.0,16.1,ESE,18.5,-,N/A,,Mostly Cloudy,120,2014-01-11 17:56:00
10:56 AM,11.1,8.9,86,1024.2,16.1,NE,9.3,-,N/A,,Mostly Cloudy,50,2014-01-11 18:56:00
11:56 AM,12.2,9.4,83,1023.5,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-11 19:56:00
12:40 PM,12.0,9.0,82,1022.6,16.1,East,7.4,-,N/A,,Mostly Cloudy,100,2014-01-11 20:40:00
12:56 PM,11.7,8.9,83,1022.4,9.7,East,7.4,-,N/A,,Haze,100,2014-01-11 20:56:00
1:56 PM,12.2,10.0,86,1021.3,12.9,East,7.4,-,N/A,,Overcast,80,2014-01-11 21:56:00
2:56 PM,13.9,10.6,81,1022.0,12.9,SW,18.5,25.9,N/A,,Overcast,230,2014-01-11 22:56:00
3:43 PM,13.0,9.0,77,1022.6,14.5,West,22.2,-,0.00,,Overcast,260,2014-01-11 23:43:00
3:56 PM,13.3,8.3,72,1022.7,16.1,West,20.4,-,0.00,,Mostly Cloudy,270,2014-01-11 23:56:00
4:56 PM,12.2,8.3,77,1023.4,16.1,West,22.2,-,N/A,,Mostly Cloudy,280,2014-01-12 00:56:00
5:56 PM,11.7,8.3,80,1023.6,16.1,West,14.8,-,N/A,,Mostly Cloudy,270,2014-01-12 01:56:00
6:24 PM,12.0,8.0,77,1023.9,16.1,West,16.7,-,N/A,,Mostly Cloudy,270,2014-01-12 02:24:00
6:39 PM,11.0,8.0,82,1024.3,16.1,West,18.5,-,N/A,,Mostly Cloudy,270,2014-01-12 02:39:00
6:56 PM,11.1,8.3,83,1024.1,16.1,West,11.1,-,N/A,,Scattered Clouds,280,2014-01-12 02:56:00
7:56 PM,11.1,8.3,83,1024.7,16.1,WNW,11.1,-,N/A,,Partly Cloudy,290,2014-01-12 03:56:00
8:56 PM,10.6,8.3,86,1025.3,16.1,WNW,5.6,-,N/A,,Scattered Clouds,290,2014-01-12 04:56:00
9:56 PM,11.1,8.3,83,1025.7,16.1,West,11.1,-,N/A,,Mostly Cloudy,270,2014-01-12 05:56:00
10:56 PM,10.6,8.3,86,1025.8,16.1,West,7.4,-,N/A,,Scattered Clouds,280,2014-01-12 06:56:00
11:56 PM,10.0,7.8,86,1025.4,16.1,WNW,14.8,-,N/A,,Partly Cloudy,290,2014-01-12 07:56:00
12:56 AM,10.0,7.8,86,1025.1,16.1,WNW,18.5,-,N/A,,Clear,290,2014-01-12 08:56:00
1:56 AM,10.0,8.3,89,1025.5,16.1,West,16.7,-,N/A,,Clear,280,2014-01-12 09:56:00
2:56 AM,9.4,7.8,90,1025.6,14.5,WNW,11.1,-,N/A,,Clear,290,2014-01-12 10:56:00
3:56 AM,8.3,7.2,93,1025.1,11.3,West,11.1,-,N/A,,Partly Cloudy,280,2014-01-12 11:56:00
4:56 AM,7.8,6.1,89,1025.8,12.9,West,13.0,-,N/A,,Partly Cloudy,280,2014-01-12 12:56:00
5:56 AM,8.9,6.7,86,1026.3,16.1,WNW,7.4,-,N/A,,Partly Cloudy,300,2014-01-12 13:56:00
6:56 AM,8.3,6.1,86,1026.9,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-12 14:56:00
7:56 AM,8.9,6.1,83,1027.8,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-12 15:56:00
8:56 AM,9.4,6.7,83,1028.8,16.1,North,9.3,-,N/A,,Mostly Cloudy,10,2014-01-12 16:56:00
9:56 AM,10.6,6.7,77,1029.2,16.1,North,9.3,-,N/A,,Mostly Cloudy,10,2014-01-12 17:56:00
10:56 AM,11.1,5.6,69,1029.1,16.1,NNW,9.3,-,N/A,,Scattered Clouds,340,2014-01-12 18:56:00
11:56 AM,13.3,3.9,53,1028.0,16.1,North,16.7,-,N/A,,Scattered Clouds,350,2014-01-12 19:56:00
12:56 PM,13.9,3.9,51,1027.4,16.1,NNW,22.2,-,N/A,,Partly Cloudy,340,2014-01-12 20:56:00
1:56 PM,14.4,4.4,51,1026.7,16.1,North,14.8,-,N/A,,Partly Cloudy,10,2014-01-12 21:56:00
2:56 PM,15.0,4.4,49,1026.8,16.1,NNW,20.4,-,N/A,,Partly Cloudy,340,2014-01-12 22:56:00
3:56 PM,15.6,5.0,49,1026.7,16.1,NNW,18.5,-,N/A,,Clear,340,2014-01-12 23:56:00
4:56 PM,14.4,4.4,51,1026.7,16.1,West,13.0,-,N/A,,Clear,280,2014-01-13 00:56:00
5:56 PM,12.8,6.7,67,1026.7,16.1,West,20.4,-,N/A,,Clear,280,2014-01-13 01:56:00
6:56 PM,12.2,6.1,66,1026.8,16.1,West,20.4,-,N/A,,Clear,280,2014-01-13 02:56:00
7:56 PM,12.2,5.0,62,1026.9,16.1,West,11.1,-,N/A,,Partly Cloudy,270,2014-01-13 03:56:00
8:56 PM,12.8,3.3,53,1027.2,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-13 04:56:00
9:56 PM,11.7,3.3,57,1027.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-13 05:56:00
10:56 PM,11.1,2.2,54,1027.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 06:56:00
11:56 PM,10.6,2.8,59,1027.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 07:56:00
12:56 AM,10.6,3.9,63,1027.8,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 08:56:00
1:56 AM,7.8,1.7,66,1028.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 09:56:00
2:56 AM,8.9,3.9,71,1028.3,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 10:56:00
3:56 AM,7.2,1.1,65,1028.5,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 11:56:00
4:56 AM,8.3,1.7,63,1028.5,16.1,SE,11.1,-,N/A,,Clear,130,2014-01-13 12:56:00
5:56 AM,12.2,2.8,53,1028.9,16.1,East,11.1,-,N/A,,Clear,80,2014-01-13 13:56:00
6:56 AM,12.2,5.0,62,1029.3,16.1,ENE,24.1,-,N/A,,Partly Cloudy,60,2014-01-13 14:56:00
7:56 AM,12.2,3.3,55,1030.0,16.1,East,9.3,-,N/A,,Partly Cloudy,100,2014-01-13 15:56:00
8:56 AM,13.9,2.8,47,1030.9,16.1,ESE,7.4,-,N/A,,Partly Cloudy,110,2014-01-13 16:56:00
9:56 AM,15.6,2.2,41,1031.6,16.1,NE,11.1,-,N/A,,Partly Cloudy,40,2014-01-13 17:56:00
10:56 AM,15.6,3.3,44,1031.5,16.1,ESE,5.6,-,N/A,,Partly Cloudy,120,2014-01-13 18:56:00
11:56 AM,15.6,5.6,51,1030.4,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-13 19:56:00
12:56 PM,16.7,3.9,43,1029.4,16.1,ENE,5.6,-,N/A,,Partly Cloudy,60,2014-01-13 20:56:00
1:56 PM,18.9,0.0,28,1028.9,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-13 21:56:00
2:56 PM,18.9,1.1,30,1028.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-13 22:56:00
3:56 PM,18.3,1.7,33,1028.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-13 23:56:00
4:56 PM,15.6,4.4,47,1028.5,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-14 00:56:00
5:56 PM,13.9,6.7,62,1029.0,16.1,NNE,9.3,-,N/A,,Partly Cloudy,20,2014-01-14 01:56:00
6:56 PM,15.0,3.9,48,1029.3,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-14 02:56:00
7:56 PM,14.4,2.8,46,1029.2,16.1,South,5.6,-,N/A,,Partly Cloudy,190,2014-01-14 03:56:00
8:56 PM,13.9,2.2,45,1029.3,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-14 04:56:00
9:56 PM,13.3,2.8,49,1029.5,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-14 05:56:00
10:56 PM,11.1,3.3,59,1029.5,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 06:56:00
11:56 PM,12.2,5.6,64,1029.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 07:56:00
12:56 AM,10.6,4.4,66,1029.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 08:56:00
1:56 AM,8.9,3.3,68,1029.2,16.1,South,5.6,-,N/A,,Clear,170,2014-01-14 09:56:00
2:56 AM,8.9,2.8,66,1029.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 10:56:00
3:56 AM,7.8,3.3,73,1029.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 11:56:00
4:56 AM,7.8,1.1,63,1029.2,16.1,WSW,5.6,-,N/A,,Clear,250,2014-01-14 12:56:00
5:56 AM,6.7,0.6,65,1029.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 13:56:00
6:56 AM,9.4,1.1,56,1030.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 14:56:00
7:56 AM,10.6,2.2,56,1030.4,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 15:56:00
8:56 AM,12.2,5.6,64,1031.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 16:56:00
9:56 AM,13.3,5.6,60,1031.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 17:56:00
10:56 AM,16.1,4.4,46,1030.8,16.1,ESE,13.0,-,N/A,,Partly Cloudy,110,2014-01-14 18:56:00
11:56 AM,17.2,3.9,41,1029.8,16.1,ESE,16.7,-,N/A,,Partly Cloudy,120,2014-01-14 19:56:00
12:56 PM,20.6,-1.1,23,1028.4,16.1,ESE,16.7,-,N/A,,Clear,110,2014-01-14 20:56:00
1:56 PM,22.2,-3.3,18,1027.7,16.1,SE,13.0,-,N/A,,Clear,130,2014-01-14 21:56:00
2:56 PM,18.3,4.4,40,1027.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 22:56:00
3:56 PM,18.3,1.1,32,1027.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-14 23:56:00
4:56 PM,18.3,-0.6,28,1027.3,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 00:56:00
5:56 PM,14.4,5.6,56,1027.4,16.1,NNE,11.1,-,N/A,,Clear,20,2014-01-15 01:56:00
6:56 PM,15.6,1.1,38,1027.4,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 02:56:00
7:56 PM,13.9,0.0,39,1027.3,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 03:56:00
8:56 PM,13.3,1.7,45,1027.1,16.1,South,5.6,-,N/A,,Clear,170,2014-01-15 04:56:00
9:56 PM,11.7,5.6,66,1027.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 05:56:00
10:56 PM,11.1,3.9,61,1027.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 06:56:00
11:56 PM,11.1,5.6,69,1026.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 07:56:00
12:56 AM,10.6,3.3,61,1026.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 08:56:00
1:56 AM,11.1,0.0,47,1026.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 09:56:00
2:56 AM,10.6,3.3,61,1026.5,16.1,South,9.3,-,N/A,,Clear,170,2014-01-15 10:56:00
3:56 AM,15.0,2.8,44,1026.5,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 11:56:00
4:56 AM,11.1,3.3,59,1026.4,16.1,SE,5.6,-,N/A,,Clear,130,2014-01-15 12:56:00
5:56 AM,10.0,3.9,66,1026.2,16.1,ESE,11.1,-,N/A,,Clear,110,2014-01-15 13:56:00
6:56 AM,11.7,3.3,57,1026.6,16.1,SSE,11.1,-,N/A,,Partly Cloudy,150,2014-01-15 14:56:00
7:56 AM,11.1,1.7,53,1026.8,16.1,SE,7.4,-,N/A,,Partly Cloudy,140,2014-01-15 15:56:00
8:56 AM,14.4,0.0,37,1027.3,16.1,SE,9.3,-,N/A,,Partly Cloudy,140,2014-01-15 16:56:00
9:56 AM,15.6,1.1,38,1027.5,16.1,SE,11.1,-,N/A,,Partly Cloudy,140,2014-01-15 17:56:00
10:56 AM,15.6,4.4,47,1026.9,16.1,East,5.6,-,N/A,,Partly Cloudy,100,2014-01-15 18:56:00
11:56 AM,16.1,4.4,46,1025.7,16.1,East,9.3,-,N/A,,Partly Cloudy,100,2014-01-15 19:56:00
12:56 PM,19.4,1.1,30,1024.7,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-15 20:56:00
1:56 PM,20.6,-1.1,23,1024.0,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-15 21:56:00
2:56 PM,22.2,-3.9,17,1023.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-15 22:56:00
3:56 PM,21.7,-2.2,20,1023.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-15 23:56:00
4:56 PM,20.0,-2.8,21,1022.9,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 00:56:00
5:56 PM,18.3,-1.7,26,1022.6,16.1,SE,7.4,-,N/A,,Clear,130,2014-01-16 01:56:00
6:56 PM,16.1,-1.7,30,1022.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 02:56:00
7:56 PM,14.4,3.9,49,1022.7,16.1,North,5.6,-,N/A,,Clear,360,2014-01-16 03:56:00
8:56 PM,14.4,2.8,46,1023.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 04:56:00
9:56 PM,12.8,2.2,49,1023.1,16.1,South,5.6,-,N/A,,Clear,170,2014-01-16 05:56:00
10:56 PM,12.8,1.1,45,1023.0,16.1,SE,7.4,-,N/A,,Clear,140,2014-01-16 06:56:00
11:56 PM,11.1,2.8,57,1023.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 07:56:00
12:56 AM,12.8,4.4,57,1023.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 08:56:00
