TimePST:date::HH:mm a,TemperatureC:real,DewPointC:real,Humidity:real,SeaLevelPressurehPa:real,VisibilityKm:real,WindDirection:string,WindSpeedKmH:string,GustSpeedKmH:string,Precipitationmm:string,Events:string,Conditions:string,WindDirDegrees:real,DateUTC:date::yyyy-MM-dd HH:mm:ss
1:56 AM,8.9,2.2,63,1023.3,16.1,SW,5.6,-,N/A,,Clear,220,2014-01-16 09:56:00
2:56 AM,9.4,3.3,66,1023.0,16.1,SSE,7.4,-,N/A,,Clear,150,2014-01-16 10:56:00
3:56 AM,11.1,5.6,69,1022.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 11:56:00
4:56 AM,8.9,2.8,66,1022.4,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 12:56:00
5:56 AM,8.9,2.2,63,1022.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 13:56:00
6:56 AM,10.0,2.8,61,1022.8,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 14:56:00
7:56 AM,8.9,2.8,66,1023.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 15:56:00
8:56 AM,12.2,2.2,51,1023.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 16:56:00
9:56 AM,14.4,3.3,47,1023.8,16.1,East,5.6,-,N/A,,Clear,90,2014-01-16 17:56:00
10:56 AM,17.8,1.1,33,1023.5,16.1,ESE,9.3,-,N/A,,Clear,110,2014-01-16 18:56:00
11:56 AM,20.0,-2.2,22,1022.5,16.1,ESE,11.1,-,N/A,,Clear,120,2014-01-16 19:56:00
12:56 PM,21.7,-2.8,19,1021.2,16.1,SE,13.0,-,N/A,,Clear,140,2014-01-16 20:56:00
1:56 PM,18.9,4.4,38,1020.3,16.1,East,5.6,-,N/A,,Clear,90,2014-01-16 21:56:00
2:56 PM,18.3,5.0,42,1020.2,16.1,NNE,5.6,-,N/A,,Clear,30,2014-01-16 22:56:00
3:56 PM,20.6,-0.6,24,1020.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-16 23:56:00
4:56 PM,19.4,-0.6,26,1020.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 00:56:00
5:56 PM,18.3,-2.2,25,1020.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 01:56:00
6:56 PM,17.2,-2.8,26,1020.2,16.1,SSW,5.6,-,N/A,,Clear,200,2014-01-17 02:56:00
7:56 PM,15.6,-2.8,28,1020.4,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 03:56:00
8:56 PM,12.8,1.7,47,1020.7,16.1,South,7.4,-,N/A,,Clear,170,2014-01-17 04:56:00
9:56 PM,13.3,1.1,44,1020.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 05:56:00
10:56 PM,12.8,0.0,42,1020.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 06:56:00
11:56 PM,11.7,6.7,71,1020.5,16.1,North,5.6,-,N/A,,Clear,10,2014-01-17 07:56:00
12:56 AM,12.2,7.2,72,1020.4,16.1,North,5.6,-,N/A,,Clear,10,2014-01-17 08:56:00
1:56 AM,10.0,3.9,66,1020.8,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 09:56:00
2:56 AM,9.4,3.9,69,1020.8,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 10:56:00
3:56 AM,7.2,1.7,68,1021.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 11:56:00
4:56 AM,8.3,2.2,66,1020.9,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 12:56:00
5:56 AM,7.8,2.8,71,1021.3,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-17 13:56:00
6:56 AM,8.9,2.8,66,1021.6,16.1,SSE,5.6,-,N/A,,Clear,150,2014-01-17 14:56:00
7:56 AM,8.3,3.3,71,1021.8,14.5,South,5.6,-,N/A,,Clear,180,2014-01-17 15:56:00
8:56 AM,12.2,6.1,66,1022.2,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-17 16:56:00
9:56 AM,13.3,6.1,62,1022.5,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-17 17:56:00
10:56 AM,13.9,7.2,64,1022.3,14.5,NNE,7.4,-,N/A,,Clear,20,2014-01-17 18:56:00
11:56 AM,14.4,7.2,62,1021.3,14.5,NNE,5.6,-,N/A,,Clear,20,2014-01-17 19:56:00
12:56 PM,15.6,2.2,41,1020.4,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-17 20:56:00
1:56 PM,16.7,3.3,41,1020.2,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-17 21:56:00
2:56 PM,18.9,4.4,38,1019.9,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-17 22:56:00
3:56 PM,18.9,3.3,36,1019.7,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-17 23:56:00
4:56 PM,18.3,3.3,37,1019.6,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 00:56:00
5:56 PM,15.6,5.0,49,1019.7,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 01:56:00
6:56 PM,16.1,3.3,42,1020.1,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 02:56:00
7:56 PM,15.0,2.8,44,1020.2,14.5,SSW,5.6,-,N/A,,Clear,200,2014-01-18 03:56:00
8:56 PM,13.9,2.8,47,1020.6,14.5,South,5.6,-,N/A,,Clear,170,2014-01-18 04:56:00
9:56 PM,13.9,2.8,47,1020.7,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 05:56:00
10:56 PM,13.3,2.2,47,1020.6,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 06:56:00
11:56 PM,11.1,7.2,77,1020.6,8.0,Calm,Calm,-,N/A,,Haze,0,2014-01-18 07:56:00
12:56 AM,9.4,4.4,71,1020.0,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-18 08:56:00
1:56 AM,9.4,2.8,64,1019.9,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-18 09:56:00
2:56 AM,8.3,1.7,63,1020.1,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 10:56:00
3:56 AM,7.2,1.7,68,1020.1,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 11:56:00
4:56 AM,7.8,2.8,71,1020.2,12.9,SW,5.6,-,N/A,,Clear,230,2014-01-18 12:56:00
5:56 AM,7.2,2.8,74,1020.4,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-18 13:56:00
6:56 AM,7.8,3.3,73,1020.7,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-18 14:56:00
7:56 AM,7.2,3.3,76,1020.9,12.9,South,5.6,-,N/A,,Clear,180,2014-01-18 15:56:00
8:56 AM,11.7,6.7,71,1021.3,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-18 16:56:00
9:56 AM,12.2,7.2,72,1021.7,11.3,East,5.6,-,N/A,,Clear,90,2014-01-18 17:56:00
10:56 AM,13.3,7.8,69,1022.0,11.3,North,7.4,-,N/A,,Clear,10,2014-01-18 18:56:00
11:56 AM,13.3,6.7,64,1021.0,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-18 19:56:00
12:56 PM,14.4,7.2,62,1019.7,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-18 20:56:00
1:56 PM,15.6,6.7,55,1018.8,14.5,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-18 21:56:00
2:56 PM,15.0,8.3,64,1018.4,16.1,NE,7.4,-,N/A,,Clear,40,2014-01-18 22:56:00
3:56 PM,16.7,4.4,44,1018.1,16.1,NNE,5.6,-,N/A,,Clear,20,2014-01-18 23:56:00
4:56 PM,16.1,2.2,39,1018.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 00:56:00
5:56 PM,15.6,1.1,38,1018.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 01:56:00
6:56 PM,15.0,1.7,41,1018.1,16.1,South,5.6,-,N/A,,Clear,180,2014-01-19 02:56:00
7:56 PM,13.9,0.6,40,1018.1,16.1,South,5.6,-,N/A,,Clear,190,2014-01-19 03:56:00
8:56 PM,12.8,0.0,42,1018.2,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 04:56:00
9:56 PM,11.7,3.9,59,1018.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 05:56:00
10:56 PM,10.6,2.2,56,1019.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 06:56:00
11:56 PM,10.0,0.6,52,1018.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 07:56:00
12:56 AM,11.1,3.9,61,1018.4,16.1,ESE,7.4,-,N/A,,Clear,110,2014-01-19 08:56:00
1:56 AM,9.4,3.9,69,1018.4,16.1,SE,5.6,-,N/A,,Clear,130,2014-01-19 09:56:00
2:56 AM,10.0,5.0,71,1018.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 10:56:00
3:56 AM,7.8,2.2,68,1018.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 11:56:00
4:56 AM,7.8,1.1,63,1018.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 12:56:00
5:56 AM,6.7,1.1,68,1019.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 13:56:00
6:56 AM,7.8,2.8,71,1019.4,16.1,SSW,5.6,-,N/A,,Partly Cloudy,200,2014-01-19 14:56:00
7:56 AM,7.2,2.8,74,1019.7,16.1,SW,5.6,-,N/A,,Partly Cloudy,220,2014-01-19 15:56:00
8:56 AM,10.0,5.0,71,1019.9,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-19 16:56:00
9:56 AM,13.3,5.6,60,1020.5,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-19 17:56:00
10:56 AM,13.3,6.7,64,1020.6,16.1,NE,5.6,-,N/A,,Partly Cloudy,50,2014-01-19 18:56:00
11:56 AM,14.4,5.0,53,1019.7,14.5,North,5.6,-,N/A,,Partly Cloudy,10,2014-01-19 19:56:00
12:56 PM,15.6,6.1,53,1019.0,12.9,North,7.4,-,N/A,,Partly Cloudy,10,2014-01-19 20:56:00
1:56 PM,16.7,5.6,48,1018.3,12.9,North,5.6,-,N/A,,Partly Cloudy,10,2014-01-19 21:56:00
2:56 PM,17.2,4.4,43,1017.9,14.5,North,7.4,-,N/A,,Partly Cloudy,10,2014-01-19 22:56:00
3:56 PM,17.8,3.3,38,1017.8,14.5,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-19 23:56:00
4:56 PM,18.9,1.7,32,1017.7,14.5,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-20 00:56:00
5:56 PM,16.7,3.3,41,1018.0,16.1,SSW,7.4,-,N/A,,Scattered Clouds,200,2014-01-20 01:56:00
6:56 PM,15.0,2.2,42,1018.5,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 02:56:00
7:56 PM,14.4,2.2,44,1018.8,16.1,SSE,5.6,-,N/A,,Partly Cloudy,150,2014-01-20 03:56:00
8:56 PM,12.8,2.2,49,1019.2,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 04:56:00
9:56 PM,11.7,2.2,52,1019.8,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 05:56:00
10:56 PM,10.6,3.3,61,1020.4,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 06:56:00
11:56 PM,10.6,3.3,61,1020.1,16.1,South,5.6,-,N/A,,Partly Cloudy,170,2014-01-20 07:56:00
12:56 AM,10.0,2.8,61,1019.8,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 08:56:00
1:56 AM,9.4,2.8,64,1019.9,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 09:56:00
2:56 AM,7.2,1.1,65,1020.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 10:56:00
3:56 AM,7.8,1.7,66,1020.5,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 11:56:00
4:56 AM,8.9,1.7,61,1020.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 12:56:00
5:56 AM,9.4,4.4,71,1020.8,16.1,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-20 13:56:00
6:56 AM,7.2,3.3,76,1021.2,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-20 14:56:00
7:56 AM,8.9,4.4,74,1021.6,12.9,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-20 15:56:00
8:56 AM,11.1,6.1,71,1021.9,11.3,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-20 16:56:00
9:56 AM,12.2,7.2,72,1022.5,11.3,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 17:56:00
10:56 AM,13.3,7.8,69,1022.6,12.9,ENE,7.4,-,N/A,,Partly Cloudy,60,2014-01-20 18:56:00
11:56 AM,13.9,7.8,67,1021.9,12.9,NNE,5.6,-,N/A,,Partly Cloudy,20,2014-01-20 19:56:00
12:56 PM,14.4,8.3,67,1021.0,14.5,NNE,5.6,-,N/A,,Partly Cloudy,30,2014-01-20 20:56:00
1:56 PM,15.0,8.9,67,1020.5,14.5,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-20 21:56:00
2:56 PM,15.6,8.9,64,1020.8,16.1,NNE,7.4,-,N/A,,Partly Cloudy,30,2014-01-20 22:56:00
3:56 PM,17.2,4.4,43,1020.8,16.1,NNE,5.6,-,N/A,,Partly Cloudy,30,2014-01-20 23:56:00
4:56 PM,17.2,5.0,45,1020.9,16.1,NNW,7.4,-,N/A,,Partly Cloudy,340,2014-01-21 00:56:00
5:56 PM,14.4,5.6,56,1021.2,16.1,West,13.0,-,N/A,,Clear,280,2014-01-21 01:56:00
6:56 PM,13.3,6.7,64,1021.6,16.1,West,7.4,-,N/A,,Clear,280,2014-01-21 02:56:00
7:56 PM,12.8,3.3,53,1022.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 03:56:00
8:56 PM,12.8,5.6,62,1022.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 04:56:00
9:56 PM,11.7,6.1,69,1023.3,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 05:56:00
10:56 PM,10.6,1.7,54,1023.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 06:56:00
11:56 PM,10.0,2.2,59,1023.7,16.1,West,7.4,-,N/A,,Clear,270,2014-01-21 07:56:00
12:56 AM,8.9,0.0,54,1023.5,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 08:56:00
1:56 AM,8.9,1.1,58,1023.4,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 09:56:00
2:56 AM,7.8,1.1,63,1023.5,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 10:56:00
3:56 AM,7.2,0.6,63,1023.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-21 11:56:00
4:56 AM,7.8,0.6,61,1023.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-21 12:56:00
5:56 AM,6.7,0.0,63,1023.8,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-21 13:56:00
6:56 AM,8.3,3.9,74,1024.0,16.1,SSE,5.6,-,N/A,,Partly Cloudy,160,2014-01-21 14:56:00
7:56 AM,8.3,4.4,77,1024.4,16.1,South,5.6,-,N/A,,Mostly Cloudy,170,2014-01-21 15:56:00
8:56 AM,10.6,5.6,71,1024.7,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-21 16:56:00
9:56 AM,12.2,5.6,64,1025.0,16.1,East,5.6,-,N/A,,Mostly Cloudy,80,2014-01-21 17:56:00
10:56 AM,13.3,6.7,64,1024.7,16.1,NNE,7.4,-,N/A,,Mostly Cloudy,20,2014-01-21 18:56:00
11:56 AM,13.9,6.7,62,1023.9,16.1,NNE,5.6,-,N/A,,Mostly Cloudy,30,2014-01-21 19:56:00
12:56 PM,14.4,5.6,56,1022.6,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-21 20:56:00
1:56 PM,17.8,1.1,33,1021.7,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-21 21:56:00
2:56 PM,17.2,2.8,38,1021.7,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-21 22:56:00
3:56 PM,18.3,2.2,34,1021.3,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-21 23:56:00
4:56 PM,19.4,-3.9,21,1021.5,16.1,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-22 00:56:00
5:56 PM,15.0,5.0,51,1021.8,16.1,WNW,11.1,-,N/A,,Scattered Clouds,290,2014-01-22 01:56:00
6:56 PM,13.9,5.0,55,1022.0,16.1,West,11.1,-,N/A,,Scattered Clouds,280,2014-01-22 02:56:00
7:56 PM,13.3,3.9,53,1022.3,16.1,West,16.7,-,N/A,,Clear,280,2014-01-22 03:56:00
8:56 PM,12.8,-1.1,38,1022.3,16.1,SSW,5.6,-,N/A,,Scattered Clouds,200,2014-01-22 04:56:00
9:56 PM,11.7,4.4,61,1022.4,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 05:56:00
10:56 PM,11.7,-1.1,41,1022.2,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 06:56:00
11:56 PM,10.6,3.9,63,1021.8,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 07:56:00
12:56 AM,10.6,5.6,71,1021.5,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 08:56:00
1:56 AM,8.3,1.1,61,1021.1,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 09:56:00
2:56 AM,7.8,-0.6,56,1021.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-22 10:56:00
3:56 AM,6.7,-0.6,60,1020.5,16.1,SW,5.6,-,N/A,,Clear,220,2014-01-22 11:56:00
4:56 AM,8.3,1.7,63,1020.1,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-22 12:56:00
5:56 AM,7.2,0.0,60,1020.1,16.1,West,5.6,-,N/A,,Clear,260,2014-01-22 13:56:00
6:56 AM,7.8,2.8,71,1019.9,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 14:56:00
7:56 AM,8.3,3.3,71,1019.6,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 15:56:00
8:56 AM,11.1,4.4,63,1019.7,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 16:56:00
9:56 AM,12.2,5.0,62,1019.6,16.1,East,5.6,-,N/A,,Partly Cloudy,80,2014-01-22 17:56:00
10:56 AM,12.8,6.7,67,1019.2,16.1,NE,5.6,-,N/A,,Partly Cloudy,40,2014-01-22 18:56:00
11:56 AM,13.3,7.2,67,1018.4,16.1,NE,7.4,-,N/A,,Partly Cloudy,50,2014-01-22 19:56:00
12:56 PM,13.9,7.2,64,1016.9,16.1,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-22 20:56:00
1:56 PM,14.4,7.2,62,1016.2,16.1,NNE,9.3,-,N/A,,Partly Cloudy,30,2014-01-22 21:56:00
2:56 PM,15.6,6.1,53,1015.5,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-22 22:56:00
3:56 PM,16.1,5.6,50,1015.0,16.1,NNW,11.1,-,N/A,,Clear,340,2014-01-22 23:56:00
4:56 PM,15.0,7.8,62,1014.5,16.1,WNW,22.2,-,N/A,,Clear,290,2014-01-23 00:56:00
5:56 PM,12.8,7.8,72,1014.5,16.1,WNW,25.9,-,N/A,,Partly Cloudy,290,2014-01-23 01:56:00
6:56 PM,12.8,7.8,72,1014.0,16.1,WNW,24.1,-,N/A,,Partly Cloudy,290,2014-01-23 02:56:00
7:56 PM,12.2,8.3,77,1013.8,16.1,WNW,24.1,-,N/A,,Partly Cloudy,290,2014-01-23 03:56:00
8:56 PM,11.7,7.8,77,1014.2,16.1,WNW,14.8,-,N/A,,Partly Cloudy,290,2014-01-23 04:56:00
9:56 PM,11.1,7.2,77,1013.8,16.1,West,7.4,-,N/A,,Partly Cloudy,270,2014-01-23 05:56:00
10:56 PM,11.7,7.8,77,1013.9,16.1,NW,20.4,-,N/A,,Partly Cloudy,310,2014-01-23 06:56:00
11:56 PM,9.4,5.0,74,1013.3,16.1,South,9.3,-,N/A,,Partly Cloudy,180,2014-01-23 07:56:00
12:56 AM,10.0,7.2,83,1013.5,14.5,WNW,9.3,-,N/A,,Partly Cloudy,290,2014-01-23 08:56:00
1:56 AM,8.9,5.0,77,1013.0,16.1,SW,5.6,-,N/A,,Partly Cloudy,220,2014-01-23 09:56:00
2:56 AM,8.3,4.4,77,1013.2,16.1,SSW,7.4,-,N/A,,Partly Cloudy,210,2014-01-23 10:56:00
3:56 AM,7.2,2.8,74,1012.9,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-23 11:56:00
4:56 AM,8.3,2.8,68,1012.8,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-23 12:56:00
5:56 AM,10.6,3.9,63,1013.0,16.1,ESE,7.4,-,N/A,,Clear,120,2014-01-23 13:56:00
6:56 AM,10.6,2.8,59,1012.9,16.1,SSE,11.1,-,N/A,,Partly Cloudy,150,2014-01-23 14:56:00
7:56 AM,13.3,4.4,55,1013.4,16.1,East,22.2,-,N/A,,Partly Cloudy,80,2014-01-23 15:56:00
8:56 AM,14.4,2.2,44,1013.5,16.1,NE,24.1,-,N/A,,Partly Cloudy,50,2014-01-23 16:56:00
9:56 AM,15.0,2.8,44,1013.7,16.1,NE,24.1,-,N/A,,Partly Cloudy,40,2014-01-23 17:56:00
10:56 AM,15.6,5.6,51,1013.5,16.1,NE,9.3,-,N/A,,Clear,50,2014-01-23 18:56:00
11:56 AM,16.1,4.4,46,1012.7,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-23 19:56:00
12:56 PM,18.3,-0.6,28,1012.0,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-23 20:56:00
1:56 PM,19.4,-1.7,24,1011.8,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-23 21:56:00
2:56 PM,20.0,-1.1,24,1011.6,16.1,Calm,Calm,-,N/A,,Clear,0,2014-01-23 22:56:00
3:56 PM,20.0,-2.8,21,1011.8,16.1,SSE,5.6,-,N/A,,Clear,160,2014-01-23 23:56:00
4:56 PM,18.3,0.0,29,1011.9,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-24 00:56:00
5:56 PM,16.1,3.3,42,1012.2,12.9,East,7.4,-,N/A,,Clear,90,2014-01-24 01:56:00
6:56 PM,15.0,3.9,48,1012.7,11.3,NNW,5.6,-,N/A,,Clear,340,2014-01-24 02:56:00
7:56 PM,13.9,6.7,62,1013.7,11.3,Calm,Calm,-,N/A,,Clear,0,2014-01-24 03:56:00
8:56 PM,12.2,8.3,77,1014.6,14.5,West,14.8,-,N/A,,Clear,280,2014-01-24 04:56:00
9:56 PM,12.2,8.3,77,1015.3,14.5,West,14.8,-,N/A,,Clear,270,2014-01-24 05:56:00
10:56 PM,11.7,8.3,80,1016.2,11.3,NW,7.4,-,N/A,,Clear,310,2014-01-24 06:56:00
11:56 PM,11.1,7.2,77,1016.4,11.3,Calm,Calm,-,N/A,,Clear,0,2014-01-24 07:56:00
12:56 AM,10.0,5.0,71,1016.7,9.7,SW,5.6,-,N/A,,Haze,230,2014-01-24 08:56:00
1:56 AM,9.4,5.0,74,1017.3,11.3,West,5.6,-,N/A,,Clear,260,2014-01-24 09:56:00
2:56 AM,9.4,3.3,66,1017.7,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-24 10:56:00
3:56 AM,8.9,3.3,68,1018.1,14.5,Calm,Calm,-,N/A,,Clear,0,2014-01-24 11:56:00
4:56 AM,9.4,3.9,69,1018.3,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-24 12:56:00
5:56 AM,8.3,4.4,77,1018.7,12.9,Calm,Calm,-,N/A,,Clear,0,2014-01-24 13:56:00
6:56 AM,8.9,5.0,77,1019.4,14.5,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-24 14:56:00
7:56 AM,9.4,5.6,77,1019.8,14.5,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-24 15:56:00
8:56 AM,10.0,6.1,77,1020.6,12.9,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-24 16:56:00
9:56 AM,11.7,6.1,69,1021.5,12.9,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-24 17:56:00
10:06 AM,12.0,7.0,72,1021.6,9.7,Calm,Calm,-,N/A,,Haze,0,2014-01-24 18:06:00
10:56 AM,12.2,7.2,72,1022.2,9.7,ENE,5.6,-,N/A,,Haze,70,2014-01-24 18:56:00
11:56 AM,12.8,7.8,72,1022.0,9.7,ENE,7.4,-,N/A,,Haze,60,2014-01-24 19:56:00
12:56 PM,13.9,8.3,69,1021.7,6.4,East,5.6,-,N/A,,Haze,80,2014-01-24 20:56:00
1:56 PM,13.9,8.3,69,1021.4,12.9,East,5.6,-,N/A,,Mostly Cloudy,80,2014-01-24 21:56:00
2:56 PM,16.1,4.4,46,1021.5,11.3,ENE,5.6,-,N/A,,Mostly Cloudy,70,2014-01-24 22:56:00
3:56 PM,16.7,1.7,37,1021.8,11.3,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-24 23:56:00
4:56 PM,17.2,0.0,31,1022.1,11.3,SSW,5.6,-,N/A,,Mostly Cloudy,200,2014-01-25 00:56:00
5:56 PM,16.7,2.2,38,1022.6,12.9,West,7.4,-,N/A,,Mostly Cloudy,270,2014-01-25 01:56:00
6:56 PM,15.6,4.4,47,1023.2,14.5,West,9.3,-,N/A,,Scattered Clouds,280,2014-01-25 02:56:00
7:56 PM,13.3,7.2,67,1023.7,12.9,ENE,5.6,-,N/A,,Scattered Clouds,60,2014-01-25 03:56:00
8:56 PM,13.3,5.6,60,1024.1,12.9,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-25 04:56:00
9:56 PM,12.2,6.7,69,1024.4,16.1,West,14.8,-,N/A,,Partly Cloudy,280,2014-01-25 05:56:00
